"GENOTYPES","NAME","DFSI","DFFL","DFBO","SPAD1","SPAD2","RWC","MSI","LAI","SLW","BW","NBP","PH","SCYP","GOT","FL","UI","MIC","TENACITY"
570,"Gen_570",63,147,110,26.6,20.1,75.084357,40.453525,1.75,11.383201,1.17405,47,140,57.96,75.44,21.67,74,4.17,16.36
571,"Gen_571",67,150,130,21.0,22.8,57.982408,63.970828,2.74,10.914918,1.93123,33,127,92.13,75.34,20.83,69,3.92,15.94
572,"Gen_572",62,118,159,29.6,26.7,67.943427,94.283004,4.36,13.839515,1.677806,44,147,89.04,83.77,20.79,79,3.1,21.36
573,"Gen_573",70,121,160,37.9,28.2,98.900795,50.281377,2.81,8.99888,1.566872,53,133,65.69,98.11,17.52,66,5.72,18.61
574,"Gen_574",63,115,123,39.8,20.6,63.369402,80.725068,3.46,9.859123,1.015405,42,125,81.45,59.91,16.45,64,3.47,16.87
575,"Gen_575",64,140,166,31.1,22.9,63.375955,87.503691,1.66,10.103317,1.720242,35,142,91.26,72.72,18.21,69,3.3,17.03
576,"Gen_576",65,135,117,46.2,26.9,83.603705,94.292946,4.38,5.098713,1.244819,34,137,56.43,94.41,17.69,78,5.09,19.71
577,"Gen_577",70,139,112,45.3,27.6,99.218828,49.243114,1.1,6.42784,1.724347,50,130,76.12,61.05,21.87,76,5.67,16.24
578,"Gen_578",70,130,129,39.7,25.5,86.22057,83.205631,1.74,11.479434,1.705381,43,138,92.43,75.87,20.69,69,4.88,18.5
579,"Gen_579",66,136,123,31.1,27.4,54.253285,46.019169,3.61,12.559553,1.167752,35,141,51.52,68.56,16.25,74,3.42,15.01
580,"Gen_580",66,121,133,21.7,20.2,72.704307,71.868738,4.92,12.223054,1.371922,54,124,94.55,67.36,15.57,73,3.89,20.52
581,"Gen_581",62,116,132,34.7,23.4,80.489199,45.936137,2.92,5.896458,1.376405,60,136,82.29,61.29,19.79,66,5.53,19.06
582,"Gen_582",62,124,168,40.8,20.7,53.013738,71.59039,4.05,12.336763,1.871862,35,142,71.81,60.41,17.62,60,5.69,16.85
583,"Gen_583",61,126,129,34.3,24.0,61.357708,49.379731,4.56,12.217332,1.513677,37,123,65.09,82.21,17.58,69,5.08,20.03
584,"Gen_584",70,149,109,45.8,28.2,65.88774,59.875631,1.54,14.239557,1.565437,57,134,92.3,88.79,17.01,79,4.13,20.31
585,"Gen_585",68,138,115,31.1,21.2,43.771338,94.54216,2.34,12.93591,1.924509,35,141,69.79,95.63,18.18,76,5.18,20.85
586,"Gen_586",70,148,100,41.0,20.9,73.623125,84.456246,1.0,8.374182,1.54509,42,130,91.73,55.83,16.79,69,3.07,16.5
587,"Gen_587",60,112,115,46.1,26.7,52.721553,43.197386,4.62,14.681235,1.216619,46,136,97.08,82.38,19.05,74,3.5,20.06
588,"Gen_588",61,103,102,39.5,22.3,65.792533,65.650276,4.02,7.081951,1.343437,36,132,78.96,97.43,16.64,63,3.26,17.59
589,"Gen_589",66,135,115,23.8,24.0,80.710435,46.049103,1.17,11.33251,1.548249,42,130,83.95,69.22,18.18,77,4.76,18.96
590,"Gen_590",63,128,168,41.6,28.9,71.204031,92.212729,2.51,11.720725,1.873485,41,127,75.27,71.35,21.11,65,4.34,17.95
591,"Gen_591",62,103,174,44.5,27.3,57.481314,62.068722,3.86,11.077968,1.384411,37,123,72.73,63.45,15.67,76,3.23,15.98
592,"Gen_592",68,100,102,26.7,21.5,46.488978,40.726177,2.14,12.539413,1.761362,55,134,71.8,67.84,21.18,75,5.79,16.58
593,"Gen_593",67,108,172,26.7,29.0,61.419452,92.447729,3.34,7.162364,1.507349,33,128,66.5,90.53,21.73,65,4.65,18.51
594,"Gen_594",69,145,173,46.7,28.0,90.513761,54.038385,2.16,5.463902,1.405952,40,146,81.12,82.78,20.19,61,5.26,20.4
595,"Gen_595",60,104,163,31.2,28.1,90.743745,90.81293,3.7,8.828599,1.335692,56,142,51.76,67.52,18.55,63,5.32,18.86
596,"Gen_596",67,110,136,43.5,22.6,81.799325,40.616968,4.21,14.543872,1.923769,30,128,68.17,74.5,15.76,71,5.18,19.94
597,"Gen_597",69,124,169,20.4,29.1,84.868914,87.037974,3.82,6.374846,1.720347,51,124,60.33,86.05,19.61,79,4.06,21.43
598,"Gen_598",62,108,114,38.7,24.0,53.330139,98.562811,1.9,10.170941,1.075515,60,120,80.88,95.18,17.48,64,5.86,21.7
599,"Gen_599",69,124,159,23.4,28.9,66.717649,83.325837,2.55,7.466396,1.028663,34,141,78.44,75.24,15.94,73,4.29,19.86
600,"Gen_600",64,136,144,32.9,23.2,45.568392,98.164486,4.93,12.254557,1.213639,30,141,78.2,50.61,16.21,60,3.56,16.49
601,"Gen_601",68,148,163,48.4,24.0,50.558906,93.946176,2.25,11.682902,1.231671,53,124,96.28,83.93,20.66,68,4.38,15.13
602,"Gen_602",63,135,132,20.6,24.4,56.71563,40.836191,3.17,11.294928,1.969385,33,121,59.7,67.87,17.77,63,5.81,18.25
603,"Gen_603",64,144,172,37.8,24.9,95.012001,50.593205,1.28,13.287258,1.898726,49,139,98.85,56.53,21.93,70,3.64,21.09
604,"Gen_604",64,142,169,36.6,29.0,77.800936,47.848867,3.49,6.356333,1.124398,46,138,80.7,58.77,16.85,80,5.52,18.47
605,"Gen_605",64,109,123,45.2,22.2,73.43647,74.849469,1.24,10.875753,1.494492,46,129,67.68,92.79,18.18,77,3.5,15.37
606,"Gen_606",63,147,177,35.2,25.3,92.417544,82.068928,3.99,6.172332,1.385193,52,126,60.32,66.21,15.33,64,5.2,17.15
607,"Gen_607",60,131,144,48.5,24.7,56.067751,85.86859,2.22,10.861457,1.343514,58,120,67.77,62.67,17.59,61,3.36,21.23
608,"Gen_608",70,134,110,25.3,23.8,58.096445,95.325505,2.81,7.946455,1.238262,60,120,81.79,75.91,17.7,73,4.37,16.31
609,"Gen_609",66,119,132,46.9,26.2,96.424275,59.212932,2.3,10.413294,1.424653,39,149,99.57,65.95,16.81,63,5.27,19.82
610,"Gen_610",69,128,158,26.5,27.1,72.539879,47.613277,3.76,12.740047,1.663035,46,145,53.78,83.77,16.54,72,5.0,17.77
611,"Gen_611",64,117,147,32.8,20.6,41.963834,42.246229,3.64,10.557069,1.104172,39,149,62.4,67.67,20.81,62,5.6,19.83
612,"Gen_612",60,135,108,36.2,29.7,45.54633,55.95603,1.15,12.667036,1.27949,40,144,92.28,76.01,20.03,66,5.61,16.67
613,"Gen_613",70,103,168,39.1,21.8,80.190195,44.111185,4.87,7.068148,1.775507,53,126,75.49,59.56,19.56,72,4.84,15.91
614,"Gen_614",63,150,136,46.2,28.6,81.415871,41.664786,1.43,7.296528,1.044973,32,143,56.27,96.47,15.36,77,5.75,17.39
615,"Gen_615",65,104,118,28.6,26.0,96.068248,60.945966,3.29,10.099858,1.838549,31,135,99.14,89.06,16.02,67,4.36,20.31
616,"Gen_616",60,117,145,22.7,26.8,64.418299,61.7189,2.47,5.307522,1.144533,30,125,56.14,85.45,16.68,73,5.71,15.09
617,"Gen_617",68,134,142,40.3,21.0,54.270439,45.664487,2.94,11.143116,1.395285,49,144,55.8,94.63,16.54,71,5.86,19.37
618,"Gen_618",65,104,137,25.4,23.8,56.726265,43.347703,2.19,11.87721,1.291949,48,133,95.56,79.33,20.11,69,3.93,20.28
619,"Gen_619",64,137,153,48.5,20.0,45.467923,53.627673,4.59,6.212347,1.509546,57,145,57.51,66.56,17.68,65,5.47,19.78
620,"Gen_620",61,122,106,30.2,22.4,98.610983,76.3533,2.85,7.766824,1.384987,43,146,85.37,79.81,19.23,70,3.36,21.08
621,"Gen_621",68,109,102,39.8,29.7,92.037123,78.20641,2.33,13.78799,1.971081,35,139,63.24,73.65,19.12,66,5.47,19.73
622,"Gen_622",66,113,137,44.2,27.9,84.773739,93.914777,1.67,6.871105,1.531058,47,150,87.09,86.45,19.57,60,3.16,17.96
623,"Gen_623",60,131,165,25.4,22.5,90.686932,49.655057,2.54,9.428774,1.258463,52,122,80.84,94.65,20.73,75,5.64,15.25
624,"Gen_624",64,115,129,23.6,21.7,68.654905,72.445477,2.4,11.652836,1.047858,58,146,70.31,71.02,19.89,71,5.86,17.91
625,"Gen_625",70,105,131,24.9,24.8,76.38195,63.230151,2.26,10.226256,1.716391,55,130,82.18,61.43,18.32,73,4.74,15.19
626,"Gen_626",69,111,174,34.5,27.6,79.808924,98.014413,4.44,7.268754,1.441542,48,131,90.43,98.76,17.29,73,4.44,18.34
627,"Gen_627",62,142,118,35.2,28.8,61.032332,86.876003,1.04,5.7585,1.350509,54,121,92.81,57.81,15.45,68,5.34,20.11
628,"Gen_628",69,103,179,30.0,22.2,75.632241,76.720462,4.76,14.419358,1.732801,33,126,88.57,79.88,15.22,63,5.46,21.72
629,"Gen_629",66,147,114,28.8,25.2,67.853008,96.974379,4.84,14.354983,1.113477,32,129,51.95,88.21,17.03,77,3.28,16.41
630,"Gen_630",66,108,145,23.6,29.6,50.201952,59.040999,3.97,10.606602,1.056847,55,136,53.63,77.03,17.2,73,3.89,16.71
631,"Gen_631",64,118,146,29.0,22.3,56.445604,75.13428,1.48,8.56357,1.676564,44,126,54.0,72.0,17.34,73,5.3,21.26
632,"Gen_632",67,125,118,30.9,27.5,69.277267,67.404273,3.83,14.135845,1.551514,55,138,96.76,89.32,21.48,78,3.79,20.06
633,"Gen_633",63,117,143,35.3,26.2,48.983262,67.792151,2.44,13.418623,1.446106,37,135,90.49,64.47,17.75,80,5.06,19.93
634,"Gen_634",68,132,175,28.7,26.0,46.996803,65.987976,3.21,6.503936,1.2128,56,128,83.71,70.48,16.02,76,4.29,19.39
635,"Gen_635",68,116,160,23.8,21.0,77.821478,43.972033,2.32,14.587636,1.319444,41,129,76.45,71.86,17.54,70,5.27,19.42
636,"Gen_636",63,126,119,44.6,20.3,84.11796,66.874209,3.67,11.110884,1.066182,53,130,60.34,62.49,18.8,73,3.91,19.74
637,"Gen_637",67,148,151,40.6,25.7,45.538491,59.130691,4.27,11.002273,1.009098,42,150,97.93,68.49,15.48,68,3.84,18.02
638,"Gen_638",62,111,151,39.9,22.6,84.840912,79.131237,2.91,11.376677,1.312138,37,127,53.76,69.27,15.69,78,5.94,18.97
639,"Gen_639",69,150,100,40.7,22.6,90.981373,65.563787,1.39,8.610296,1.571316,41,124,63.43,96.34,19.42,73,4.39,21.96
640,"Gen_640",62,142,155,32.1,20.7,96.887182,88.478268,1.07,7.268278,1.650284,34,140,88.0,97.08,16.62,76,4.6,15.15
641,"Gen_641",63,106,102,37.2,23.7,78.447234,40.358124,1.4,11.517393,1.329733,47,130,91.67,66.18,16.42,62,3.59,17.54
642,"Gen_642",68,112,173,38.8,29.6,97.978002,60.035544,3.92,10.663871,1.726025,32,133,51.48,80.46,18.37,69,5.93,18.61
643,"Gen_643",67,142,123,21.5,23.6,74.750003,47.060687,3.81,5.355087,1.974459,54,150,91.87,94.36,17.95,65,3.25,16.26
644,"Gen_644",66,127,177,26.3,26.8,54.621912,82.511105,1.2,10.140462,1.473627,32,126,97.07,96.81,15.62,72,5.14,21.45
645,"Gen_645",62,104,155,21.2,25.7,65.164785,77.954544,4.06,5.978524,1.92683,38,133,76.82,67.54,17.99,65,4.85,21.87
646,"Gen_646",62,115,168,30.7,28.1,61.788524,99.367859,1.73,10.756505,1.392035,58,123,86.61,71.9,18.36,64,4.53,17.82
647,"Gen_647",60,126,174,31.9,22.5,90.070336,63.732917,4.27,10.020794,1.657571,58,121,74.83,73.2,19.79,62,3.69,20.85
648,"Gen_648",67,117,137,36.7,24.1,74.680614,86.109862,1.0,9.388641,1.995229,52,133,53.4,94.68,21.3,66,5.3,18.32
649,"Gen_649",60,123,131,28.9,26.6,58.537323,67.926882,4.72,13.563732,1.942922,55,134,82.94,67.09,19.8,64,5.61,20.15
650,"Gen_650",61,131,101,41.5,29.5,89.573729,80.167066,3.13,11.623145,1.172717,55,126,82.54,88.86,16.79,60,5.29,16.39
651,"Gen_651",61,140,133,34.0,23.6,78.014581,67.740505,1.01,9.494039,1.948666,54,130,88.95,61.1,19.88,64,3.56,15.06
652,"Gen_652",65,119,152,43.0,30.0,42.305644,48.77008,1.54,12.201991,1.08119,44,137,85.65,72.03,20.73,80,5.61,17.56
653,"Gen_653",69,125,140,41.7,20.4,44.335818,53.411212,3.75,9.826569,1.189921,34,144,86.88,75.4,21.85,60,3.73,17.68
654,"Gen_654",67,136,110,46.2,21.0,54.906214,97.592471,1.37,5.336309,1.574414,49,150,95.57,55.06,21.28,68,4.54,21.3
655,"Gen_655",62,138,163,47.4,20.4,51.116114,69.511349,2.06,12.875223,1.961463,43,131,70.54,72.81,18.19,74,4.49,16.6
656,"Gen_656",69,142,162,30.9,21.7,52.904412,83.725557,2.96,7.834832,1.425252,33,129,74.65,56.23,16.02,67,4.4,16.88
657,"Gen_657",70,131,102,32.8,23.9,57.531507,51.035867,1.46,10.273864,1.148407,39,129,97.57,68.88,19.32,67,3.19,19.16
658,"Gen_658",64,112,141,20.1,23.5,73.505291,51.485333,2.52,8.594015,1.926447,38,147,68.79,70.92,18.46,68,4.97,15.51
659,"Gen_659",66,149,177,21.6,29.9,65.477573,83.467501,3.37,5.335696,1.041919,58,129,58.53,55.14,17.1,61,3.12,19.1
660,"Gen_660",70,139,133,45.2,24.8,88.742103,82.29112,3.63,6.055775,1.591528,60,127,53.66,82.35,18.06,65,4.52,21.68
661,"Gen_661",64,137,118,28.2,24.5,69.003195,49.840521,1.6,14.559,1.442812,40,140,65.94,87.92,20.76,73,5.46,16.54
662,"Gen_662",67,148,168,24.8,25.7,77.005407,79.423794,3.89,13.160517,1.321503,42,147,80.3,63.62,19.25,69,5.23,18.78
663,"Gen_663",65,121,116,31.5,29.3,70.259703,86.200514,2.28,10.384039,1.004262,56,134,52.96,62.12,21.71,67,4.06,21.35
664,"Gen_664",70,128,130,46.5,28.7,74.481723,80.38659,3.67,9.851265,1.518115,38,139,79.05,71.68,18.7,70,4.87,20.25
665,"Gen_665",65,138,173,32.7,28.1,73.84987,88.146626,2.7,10.198496,1.530703,47,138,97.94,92.22,21.59,67,5.56,21.53
666,"Gen_666",64,119,139,21.4,28.5,90.884069,73.215902,3.34,5.685019,1.092904,33,127,72.71,68.89,19.62,66,3.57,17.78
667,"Gen_667",61,147,175,27.6,28.5,59.140827,93.098922,1.86,12.252349,1.769599,55,128,95.1,56.54,20.93,67,4.33,16.6
668,"Gen_668",61,131,166,30.9,26.9,84.413507,87.810102,1.58,13.042008,1.642167,55,146,78.03,72.37,19.76,72,3.38,21.01
669,"Gen_669",68,114,170,43.9,25.8,64.913422,99.726398,4.75,10.666671,1.122031,45,146,90.77,84.9,21.95,64,4.74,19.89
670,"Gen_670",69,144,146,29.9,23.9,82.061419,65.32049,4.83,10.88908,1.850286,60,148,52.04,67.19,20.57,65,5.22,18.06
671,"Gen_671",67,122,146,50.0,23.0,97.734195,49.952184,3.23,9.348518,1.72273,35,129,85.82,92.88,20.62,79,3.97,15.69
672,"Gen_672",69,119,137,23.7,20.7,66.168552,48.107325,2.14,10.442003,1.874904,50,134,66.55,81.05,21.47,73,3.59,15.29
673,"Gen_673",63,150,155,40.3,23.0,66.708574,55.883927,3.43,14.98538,1.37846,53,144,83.37,98.73,20.97,71,3.46,20.21
674,"Gen_674",65,147,120,22.2,27.6,81.929358,45.4643,2.89,5.477743,1.702889,59,131,87.55,77.95,21.76,70,3.84,16.26
675,"Gen_675",64,134,106,40.7,24.0,85.032596,64.938219,1.37,12.017213,1.577661,33,125,73.0,74.67,16.95,77,4.5,21.85
676,"Gen_676",69,145,110,36.9,20.9,95.788814,62.762709,4.99,14.751778,1.132322,50,138,89.27,73.51,17.6,60,3.42,19.52
677,"Gen_677",61,119,122,36.8,21.2,67.772548,60.352752,4.59,8.923847,1.042922,49,123,98.65,78.47,20.35,78,4.38,21.3
678,"Gen_678",60,150,178,24.3,27.5,51.699548,55.433781,4.72,9.648893,1.609789,33,125,54.03,74.89,20.72,75,5.14,20.46
679,"Gen_679",61,110,170,22.3,26.2,77.031972,74.512789,4.12,12.824645,1.912119,45,124,54.92,80.48,16.24,67,5.2,20.32
680,"Gen_680",68,142,143,40.8,27.9,41.039039,57.056166,3.98,5.552714,1.546262,50,136,93.62,70.51,18.46,70,3.93,15.85
681,"Gen_681",65,150,160,44.4,20.8,50.453976,68.349297,3.45,12.654115,1.014754,48,124,69.05,59.4,15.18,73,3.86,16.63
682,"Gen_682",67,146,102,42.2,23.4,96.954306,51.383017,3.22,9.19128,1.842211,33,133,53.22,62.66,15.68,72,4.12,18.61
683,"Gen_683",65,121,141,24.3,27.7,88.958929,54.195692,3.42,14.258626,1.583042,38,145,71.84,56.34,15.16,78,4.2,18.43
684,"Gen_684",69,111,118,43.2,23.4,67.60464,86.058321,1.2,5.443445,1.084723,38,141,69.12,64.53,15.27,66,5.27,21.52
685,"Gen_685",60,117,175,41.7,25.8,53.11317,60.572621,1.87,12.59594,1.857729,41,125,59.05,67.43,17.54,60,4.99,17.81
686,"Gen_686",61,130,123,24.0,23.9,77.462316,66.262798,2.56,5.125207,1.673276,53,146,90.99,76.36,20.81,80,3.68,18.28
687,"Gen_687",64,119,175,28.5,28.5,82.358278,63.775692,2.11,5.558914,1.501143,54,143,90.56,53.98,21.18,79,3.68,19.67
688,"Gen_688",70,132,174,49.2,29.9,41.95664,90.596395,2.08,11.737331,1.656613,47,134,74.05,93.32,21.74,62,4.64,15.46
689,"Gen_689",70,118,146,37.2,22.0,95.17214,78.538521,4.26,9.415858,1.43291,46,146,93.69,87.16,21.09,67,5.9,19.72
690,"Gen_690",61,107,154,45.6,28.8,75.914863,59.603728,3.08,6.882106,1.551173,40,139,92.29,76.18,21.22,64,4.6,21.88
691,"Gen_691",63,119,156,42.3,22.5,67.593483,72.373754,2.37,9.586726,1.343191,57,148,97.52,63.56,21.63,64,5.19,17.23
692,"Gen_692",66,132,178,25.5,29.4,56.430706,79.409844,2.97,5.946004,1.61445,31,121,81.67,69.68,15.91,80,4.98,20.42
693,"Gen_693",63,110,140,47.3,24.2,69.517769,64.170677,1.14,5.556854,1.902711,46,144,83.55,70.98,21.17,61,4.87,15.21
694,"Gen_694",64,108,129,21.2,27.8,86.156064,48.224985,3.14,10.091358,1.294981,60,133,87.76,57.47,17.28,68,3.34,16.85
695,"Gen_695",60,108,123,42.9,22.7,44.378252,46.863422,2.9,6.93529,1.825969,39,125,53.83,94.84,20.18,61,5.06,15.88
696,"Gen_696",68,107,109,26.3,21.7,71.172338,62.122583,1.3,14.076545,1.611911,58,132,89.12,78.44,21.42,76,5.14,16.72
697,"Gen_697",61,122,119,42.4,28.3,58.187191,48.854679,4.0,10.941352,1.283773,32,144,55.8,72.61,18.67,64,3.71,21.35
698,"Gen_698",66,128,143,44.9,25.3,92.48584,63.612356,3.04,7.130826,1.831875,55,122,95.97,55.1,15.87,69,4.18,20.29
699,"Gen_699",66,114,178,48.5,25.1,75.458784,80.519881,3.11,8.161101,1.008945,60,135,69.62,55.55,20.24,72,5.19,20.44
700,"Gen_700",64,142,163,30.4,24.2,82.433868,68.249211,4.37,6.634199,1.701335,40,122,73.98,70.39,17.82,76,5.21,15.64
701,"Gen_701",61,133,146,41.5,21.0,67.810103,73.285004,4.59,9.120398,1.118041,31,142,94.88,95.6,21.69,72,3.16,15.88
702,"Gen_702",69,117,107,43.2,24.0,72.253352,82.071919,3.17,11.835555,1.062384,35,147,51.02,84.41,16.58,61,4.83,20.3
703,"Gen_703",70,105,107,22.4,26.6,88.865869,51.024557,1.36,13.196126,1.464942,38,122,54.71,74.22,15.69,71,3.47,17.95
704,"Gen_704",65,113,159,47.9,26.8,81.957476,91.860978,2.66,10.254421,1.184263,33,144,68.71,97.24,19.12,80,4.4,20.28
705,"Gen_705",61,134,161,34.6,29.5,76.829098,86.286035,2.97,7.774016,1.822844,49,126,61.06,58.42,20.07,69,3.43,17.13
706,"Gen_706",62,100,125,44.2,23.6,55.138823,96.277966,4.63,7.397713,1.564246,47,132,81.48,95.14,21.15,63,4.22,20.13
707,"Gen_707",68,107,125,43.1,25.3,73.723492,85.818493,1.71,12.721514,1.032296,38,132,60.66,69.59,18.96,64,5.77,18.91
708,"Gen_708",69,100,169,41.1,28.0,92.808444,79.853184,1.12,7.459794,1.766813,51,136,69.57,57.64,18.67,76,3.65,21.62
709,"Gen_709",69,137,126,26.2,22.3,44.971586,54.048871,4.92,12.192842,1.548807,50,145,73.04,80.08,17.25,63,5.62,16.09
710,"Gen_710",63,116,126,26.9,29.2,54.960706,88.453299,1.4,11.039913,1.13676,48,123,60.15,76.74,20.99,64,3.92,20.9
711,"Gen_711",62,123,142,22.3,28.7,44.213059,75.968854,4.22,8.980229,1.866806,54,128,60.07,66.43,18.22,67,3.72,17.94
712,"Gen_712",70,141,172,23.2,26.4,82.473723,89.373964,2.57,10.673924,1.402185,33,132,80.12,62.65,17.46,65,5.49,16.26
713,"Gen_713",60,147,109,46.9,29.6,62.21865,86.37607,3.08,12.221606,1.648889,41,147,56.73,70.83,20.05,60,4.23,15.81
714,"Gen_714",63,143,162,38.4,24.9,96.313141,72.177104,1.47,12.945896,1.30054,31,129,88.38,59.01,20.5,79,5.19,16.22
715,"Gen_715",63,105,147,24.9,20.3,71.665841,93.357485,2.05,13.807866,1.309751,36,123,74.2,61.06,18.5,70,4.32,17.58
716,"Gen_716",61,149,112,38.9,22.6,58.239833,90.587467,3.75,14.736905,1.851534,41,138,79.2,76.36,20.92,77,4.23,20.07
717,"Gen_717",64,119,154,22.0,22.1,49.735727,42.938409,2.49,6.630103,1.065115,36,131,70.19,54.56,17.65,79,3.24,18.59
718,"Gen_718",67,138,121,28.6,27.1,88.891116,88.016651,3.78,10.767248,1.454723,35,125,61.83,61.54,15.96,67,3.04,17.75
719,"Gen_719",67,145,139,40.0,20.6,59.382117,83.342152,1.74,8.5938,1.962297,35,123,75.9,87.35,17.16,75,5.52,20.6
720,"Gen_720",66,119,111,32.7,28.4,49.029472,68.494221,4.65,13.956902,1.043275,41,140,92.76,65.93,17.64,70,3.7,17.04
721,"Gen_721",67,105,122,30.3,23.7,47.86948,53.73685,1.35,10.35355,1.216645,44,142,64.46,56.2,17.34,70,5.7,17.17
722,"Gen_722",63,119,179,38.9,26.5,68.430566,47.144602,3.97,5.687343,1.015774,33,141,72.11,98.7,19.78,80,4.64,15.29
723,"Gen_723",61,129,140,36.5,29.0,55.059745,55.434789,2.3,14.768659,1.844254,34,125,82.04,58.33,17.1,75,3.53,21.36
724,"Gen_724",61,137,110,38.1,25.7,77.253546,70.995173,3.69,12.548672,1.768206,33,130,71.31,56.26,18.35,61,5.12,16.82
725,"Gen_725",62,103,162,23.3,26.4,57.883429,93.656709,1.29,7.983561,1.144201,60,131,98.48,79.06,18.05,73,4.73,18.31
726,"Gen_726",63,124,164,45.1,21.1,87.870098,86.362962,3.64,12.458697,1.595317,58,143,59.21,60.48,21.89,72,5.34,18.48
727,"Gen_727",67,136,141,45.5,20.4,60.207912,63.424679,1.11,12.246418,1.770636,38,122,68.74,51.95,16.64,67,3.21,15.36
728,"Gen_728",70,116,149,25.3,28.6,56.948418,52.653737,2.7,11.702169,1.095085,48,147,96.49,93.26,21.1,70,3.62,21.02
729,"Gen_729",66,101,110,25.3,29.9,77.29395,75.080513,3.31,10.402659,1.946074,37,142,67.24,83.33,15.79,61,5.3,20.36
730,"Gen_730",68,145,102,22.5,23.2,76.355361,83.697869,1.12,7.904829,1.026118,35,123,51.17,97.79,20.29,61,3.31,20.26
731,"Gen_731",68,117,177,31.1,20.0,86.973616,93.866023,3.87,12.207303,1.289202,46,147,60.72,78.61,15.08,60,4.5,19.66
732,"Gen_732",70,117,146,21.5,20.2,43.687796,66.385454,4.12,14.1217,1.149008,30,133,78.8,50.52,17.14,61,5.88,21.08
733,"Gen_733",64,116,165,39.6,21.1,88.813939,76.413257,3.43,7.179476,1.224926,34,127,95.1,74.25,21.91,61,5.1,15.85
734,"Gen_734",67,107,119,42.0,23.1,66.311524,63.667442,2.65,5.381144,1.334498,58,138,54.71,50.34,17.38,63,5.62,18.28
735,"Gen_735",62,101,101,27.4,28.9,76.769039,68.619739,2.59,10.125063,1.593277,56,145,82.7,62.31,16.95,79,5.49,17.22
736,"Gen_736",68,108,147,33.9,20.9,98.860874,92.138356,1.55,10.955052,1.371659,31,141,77.18,99.81,18.02,79,5.32,19.45
737,"Gen_737",64,130,149,32.1,22.4,48.755471,88.300312,3.69,8.427403,1.810854,47,133,52.76,89.46,15.05,74,3.33,16.59
738,"Gen_738",67,118,154,44.0,27.9,47.127195,99.354701,2.9,9.600485,1.325306,31,139,91.69,64.77,21.92,70,3.08,15.39
739,"Gen_739",64,102,100,44.7,21.8,83.471254,46.322912,4.78,6.909374,1.537105,40,143,97.25,62.17,18.32,71,5.65,20.03
740,"Gen_740",68,121,169,29.2,24.4,43.714729,82.017173,2.1,6.80052,1.956064,42,132,94.35,60.55,20.82,80,4.07,19.18
741,"Gen_741",65,130,135,29.7,22.6,84.98105,54.331991,3.13,9.471906,1.676073,49,134,84.85,61.07,16.89,72,5.65,19.55
742,"Gen_742",61,107,124,30.0,28.4,86.915794,90.410528,4.09,9.021682,1.024397,48,134,65.12,93.18,19.3,70,5.26,17.7
743,"Gen_743",63,130,158,46.1,29.7,81.501572,97.587,4.91,11.137012,1.29258,31,133,99.72,85.16,16.83,60,5.4,17.7
744,"Gen_744",64,107,137,23.4,22.4,86.552148,42.508956,4.51,7.920445,1.734002,51,129,90.03,88.36,15.17,66,3.73,21.35
745,"Gen_745",64,123,173,36.9,24.7,52.664673,59.971257,3.33,5.622628,1.28627,55,138,76.44,95.25,16.09,74,4.0,16.05
746,"Gen_746",62,109,169,31.7,22.4,63.456751,69.623373,2.01,7.490417,1.232706,44,144,81.15,84.74,18.51,72,3.57,19.75
747,"Gen_747",68,141,103,27.5,25.8,40.909236,88.844167,1.05,11.840316,1.585495,45,140,70.1,82.62,21.03,67,4.72,21.64
748,"Gen_748",68,111,114,42.2,20.5,97.937784,60.063874,2.25,12.110013,1.615069,56,130,60.07,82.41,18.31,63,4.44,17.66
749,"Gen_749",60,150,135,38.9,23.5,55.538118,87.169918,4.3,13.330793,1.095366,43,126,64.3,61.26,16.49,78,3.59,15.7
750,"Gen_750",70,108,108,32.6,25.6,51.701024,61.757211,4.56,10.687803,1.097367,30,124,99.91,87.58,18.48,69,4.41,21.19
751,"Gen_751",60,103,148,44.9,22.3,79.133913,93.092055,2.5,11.473397,1.280407,59,141,60.34,53.84,21.29,67,3.84,20.48
752,"Gen_752",66,128,105,38.7,24.8,52.196704,92.687752,2.85,10.02625,1.555704,31,146,94.98,66.28,15.57,77,4.55,16.59
753,"Gen_753",64,110,138,35.9,22.3,95.995327,65.365698,1.83,5.237098,1.890571,30,147,78.27,69.19,18.36,65,5.46,18.61
754,"Gen_754",68,140,116,36.0,20.5,41.13824,76.174873,4.54,5.786512,1.104719,30,134,66.95,62.72,18.28,62,3.64,18.29
755,"Gen_755",60,130,121,21.4,20.0,53.293507,66.312462,1.81,6.866461,1.117738,32,145,61.88,91.44,19.65,63,3.25,21.61
756,"Gen_756",69,103,133,33.7,22.7,72.069576,81.1168,3.37,5.911271,1.446094,30,146,98.71,93.92,16.03,80,4.97,17.45
757,"Gen_757",69,100,141,39.7,26.1,51.222937,72.797932,4.12,7.372783,1.152257,48,146,93.11,68.25,17.55,60,4.21,20.44
758,"Gen_758",70,132,139,43.4,22.1,89.154326,92.617189,1.42,10.486257,1.125664,32,127,70.89,87.79,20.16,62,3.77,21.24
759,"Gen_759",69,140,152,26.7,22.4,58.119457,74.098456,4.96,10.918819,1.907007,50,147,55.16,79.36,15.16,63,3.23,18.93
